Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID
489581,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,12/01/09 01:47 PM,0.85,15945.0
489581,85175,CACTI T-LIGHT CANDLES,64,12/01/09 01:47 PM,0.42,15945.0
489581,72487,ROSES WHITE ROUND CANDLE,36,12/01/09 01:47 PM,0.38,15945.0
489581,84360,TABLE LAMP WHITE SHADE WOOD BASE,12,12/01/09 01:47 PM,4.65,15945.0
489584,21335,LIBRARY LAMP,1,12/01/09 01:48 PM,21.95,18037.0
489585,84832,ZINC WILLIE WINKIE  CANDLE STICK,24,12/01/09 01:49 PM,0.85,15662.0
489585,21133,PAINTED BIRD ASSORTED CHRISTMAS,24,12/01/09 01:49 PM,1.69,15662.0
489585,84879,ASSORTED COLOUR BIRD ORNAMENT,16,12/01/09 01:49 PM,1.69,15662.0
489585,21755,LOVE BUILDING BLOCK WORD,3,12/01/09 01:49 PM,5.95,15662.0
489586,35001W,HAND OPEN SHAPE DECO.WHITE,36,12/01/09 01:50 PM,2.95,15380.0
489586,84396,6 HOOK JEWELLERY STAND BLACK DRESS,24,12/01/09 01:50 PM,1.95,15380.0
489586,35001G,HAND OPEN SHAPE GOLD,18,12/01/09 01:50 PM,3.39,15380.0
489586,72753A,S/3 FLWR FAIRY LILLY CANDLES,8,12/01/09 01:50 PM,2.1,15380.0
489586,72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",8,12/01/09 01:50 PM,1.95,15380.0
489586,21895,POTTING SHED SOW 'N' GROW SET,4,12/01/09 01:50 PM,4.25,15380.0
489596,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,12/01/09 02:27 PM,8.5,
489606,20753,RETRO PINK SPOT WASHING UP GLOVES,1,12/01/09 02:48 PM,2.1,17961.0
489608,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,12/01/09 02:49 PM,1.95,
489611,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,1,12/01/09 02:53 PM,2.95,15601.0
489613,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,12/01/09 02:56 PM,12.75,13585.0
489618,90199B,5 STRAND GLASS NECKLACE AMETHYST,1,12/01/09 02:59 PM,6.35,
489619,20713,JUMBO BAG OWLS,2,12/01/09 03:02 PM,1.95,
489619,20712,JUMBO BAG WOODLAND ANIMALS,2,12/01/09 03:02 PM,1.95,
489619,21931,JUMBO STORAGE BAG SUKI,2,12/01/09 03:02 PM,1.95,
489619,20711,JUMBO BAG TOYS ,2,12/01/09 03:02 PM,1.95,
489619,85099B,JUMBO BAG RED WHITE SPOTTY ,2,12/01/09 03:02 PM,1.95,
489634,21814,HEART T-LIGHT HOLDER ,12,12/01/09 03:19 PM,1.45,13381.0
489638,22349,"DOG BOWL , CHASING BALL DESIGN",2,12/01/09 03:42 PM,3.75,
489639,15036,ASSORTED COLOURS SILK FAN,48,12/01/09 04:05 PM,0.65,14865.0
489642,47503K,ASSORTED FLORAL SECATEURS,1,12/01/09 04:19 PM,1.95,
489642,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,1,12/01/09 04:19 PM,7.95,
489642,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,12/01/09 04:19 PM,2.95,
489650,21490,SET OF THREE 50'S GIFT WRAPS ,20,12/01/09 04:44 PM,1.95,13748.0
489650,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,12/01/09 04:44 PM,2.95,13748.0
489650,22294,HEART FILIGREE DOVE  SMALL,24,12/01/09 04:44 PM,1.25,13748.0
489650,22212,FOUR HOOK  WHITE LOVEBIRDS,6,12/01/09 04:44 PM,2.1,13748.0
489650,22295,HEART FILIGREE DOVE LARGE,12,12/01/09 04:44 PM,1.65,13748.0
489650,22214,CANDLE PLATE LACE WHITE,6,12/01/09 04:44 PM,2.55,13748.0
489650,85152,HAND OVER THE CHOCOLATE   SIGN ,10,12/01/09 04:44 PM,2.1,13748.0
489657,22349,"DOG BOWL , CHASING BALL DESIGN",4,12/01/09 05:28 PM,3.75,17428.0
489657,22350,CAT BOWL ,4,12/01/09 05:28 PM,2.55,17428.0
489657,22294,HEART FILIGREE DOVE  SMALL,24,12/01/09 05:28 PM,1.25,17428.0
489659,21350,,230,12/01/09 05:39 PM,0.0,
489661,40016,CHINESE DRAGON PAPER LANTERNS,24,12/01/09 05:45 PM,0.42,17246.0
489661,15044B,BLUE PAPER PARASOL ,1,12/01/09 05:45 PM,2.95,17246.0
489661,15044D,RED PAPER PARASOL,2,12/01/09 05:45 PM,2.95,17246.0
489661,15036,ASSORTED COLOURS SILK FAN,7,12/01/09 05:45 PM,0.65,17246.0
489662,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,25,12/01/09 05:50 PM,2.95,15485.0
489665,22101,MIRROR MOSAIC VOTIVE HOLDER,36,12/01/09 06:07 PM,1.85,14108.0
489665,22065,CHRISTMAS PUDDING TRINKET POT ,12,12/01/09 06:07 PM,1.45,14108.0
489665,22349,"DOG BOWL , CHASING BALL DESIGN",6,12/01/09 06:07 PM,3.75,14108.0
489665,22350,CAT BOWL ,6,12/01/09 06:07 PM,2.55,14108.0
489665,20870,OPULENT VELVET CANDLE IN BOX,18,12/01/09 06:07 PM,1.25,14108.0
489665,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,6,12/01/09 06:07 PM,2.95,14108.0
489665,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,6,12/01/09 06:07 PM,2.95,14108.0
489665,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,12/01/09 06:07 PM,1.45,14108.0
489665,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,12/01/09 06:07 PM,2.95,14108.0
489665,85174,S/4 CACTI CANDLES,4,12/01/09 06:07 PM,4.95,14108.0
489667,21133,PAINTED BIRD ASSORTED CHRISTMAS,12,12/01/09 06:35 PM,1.69,16563.0
489667,84879,ASSORTED COLOUR BIRD ORNAMENT,24,12/01/09 06:35 PM,1.69,16563.0
489667,16156S,WRAP PINK FAIRY CAKES ,25,12/01/09 06:35 PM,0.42,16563.0
489667,20765,CHRYSANTHEMUM SKETCHBOOK ,32,12/01/09 06:35 PM,2.95,16563.0
489667,82001S,VINYL RECORD FRAME SILVER,24,12/01/09 06:35 PM,3.39,16563.0
489667,21137,BLACK RECORD COVER FRAME,24,12/01/09 06:35 PM,3.39,16563.0
489667,22246,"GARLAND, MAGIC GARDEN 1.8M",12,12/01/09 06:35 PM,1.95,16563.0
489667,22187,GREEN CHRISTMAS TREE CARD HOLDER,24,12/01/09 06:35 PM,3.75,16563.0
489667,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,12/01/09 06:35 PM,2.55,16563.0
489667,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,12/01/09 06:35 PM,1.25,16563.0
489668,21493, VINTAGE DESIGN GIFT TAGS,24,12/01/09 07:19 PM,0.85,16701.0
489668,20750, RED/WHITE DOT MINI CASES,12,12/01/09 07:19 PM,6.35,16701.0
489668,21868,POTTING SHED TEA MUG,24,12/01/09 07:19 PM,1.25,16701.0
489668,22192,BLUE DINER WALL CLOCK,2,12/01/09 07:19 PM,8.5,16701.0
489668,22193,RED DINER WALL CLOCK,4,12/01/09 07:19 PM,8.5,16701.0
489668,21479,WHITE SKULL HOT WATER BOTTLE ,12,12/01/09 07:19 PM,3.75,16701.0
489668,21490,SET OF THREE 50'S GIFT WRAPS ,48,12/01/09 07:19 PM,1.65,16701.0
489668,21877,HOME SWEET HOME MUG,72,12/01/09 07:19 PM,1.06,16701.0
489669,21733,RED HANGING HEART T-LIGHT HOLDER,24,12/02/09 08:15 AM,2.95,12842.0
489669,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,12/02/09 08:15 AM,0.85,12842.0
489669,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,120,12/02/09 08:15 AM,2.55,12842.0
489670,21527,RETRO SPOT TRADITIONAL TEAPOT ,4,12/02/09 08:16 AM,7.95,14302.0
489670,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,12/02/09 08:16 AM,3.45,14302.0
489671,51008,AFGHAN SLIPPER SOCK PAIR,50,12/02/09 08:58 AM,3.45,14135.0
489671,21484,CHICK GREY HOT WATER BOTTLE,36,12/02/09 08:58 AM,2.95,14135.0
489671,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,12/02/09 08:58 AM,0.42,14135.0
489671,21975,PACK OF 60 DINOSAUR CAKE CASES,120,12/02/09 08:58 AM,0.42,14135.0
489671,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,12/02/09 08:58 AM,0.42,14135.0
489671,84992,72 SWEETHEART FAIRY CAKE CASES,120,12/02/09 08:58 AM,0.42,14135.0
489671,21543,BUTTERFLY WATER TRANSFER TATTOOS ,200,12/02/09 08:58 AM,0.65,14135.0
489671,21541,DINOSAURS WATER TRANSFER TATTOOS ,200,12/02/09 08:58 AM,0.65,14135.0
489673,22195,HEART MEASURING SPOONS LARGE,12,12/02/09 09:23 AM,1.65,14831.0
489673,21658,GLASS  BEURRE DISH,4,12/02/09 09:23 AM,3.95,14831.0
489673,22197,"POPCORN HOLDER , SMALL ",12,12/02/09 09:23 AM,0.85,14831.0
489673,21531,RETRO SPOT SUGAR JAM BOWL,6,12/02/09 09:23 AM,2.55,14831.0
489676,22095,LADS ONLY TISSUE BOX,120,12/02/09 09:49 AM,1.25,13777.0
489676,72023F,RED ORGANIC CANDLE IN GLASS,240,12/02/09 09:49 AM,0.85,13777.0
489676,21864,UNION JACK FLAG PASSPORT COVER ,120,12/02/09 09:49 AM,1.69,13777.0
489676,21107,CREAM SLICE FLANNEL PINK SPOT ,120,12/02/09 09:49 AM,2.55,13777.0
489676,85220,SMALL FAIRY CAKE FRIDGE MAGNETS,240,12/02/09 09:49 AM,1.45,13777.0
489677,21341,KASBAH LANTERN WITH GLASS ,24,12/02/09 09:50 AM,4.25,14000.0
489677,21323,HANGING MEDINA LANTERN LARGE,24,12/02/09 09:50 AM,3.75,14000.0
489680,21889,WOODEN BOX OF DOMINOES,36,12/02/09 10:02 AM,1.25,17193.0
489682,22121,NOEL WOODEN BLOCK LETTERS ,3,12/02/09 10:08 AM,5.95,15759.0
489682,22138,BAKING SET 9 PIECE RETROSPOT ,6,12/02/09 10:08 AM,4.95,15759.0
489682,22273,FELTCRAFT DOLL MOLLY,6,12/02/09 10:08 AM,2.95,15759.0
489682,84568,GIRLS ALPHABET IRON ON PATCHES ,288,12/02/09 10:08 AM,0.21,15759.0
489684,84990,60 GOLD AND SILVER FAIRY CAKE CASES,48,12/02/09 10:15 AM,0.55,14560.0
489684,21217,RED SPOTTY ROUND CAKE TINS,5,12/02/09 10:15 AM,9.95,14560.0
489684,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,12/02/09 10:15 AM,0.85,14560.0
489684,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,12/02/09 10:15 AM,0.85,14560.0
489684,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,24,12/02/09 10:15 AM,1.45,14560.0
489684,37449,CERAMIC CAKE STAND + HANGING CAKES,4,12/02/09 10:15 AM,9.95,14560.0
489684,21843,RETRO SPOT CAKE STAND,6,12/02/09 10:15 AM,10.95,14560.0
489684,22218,CAKE STAND LACE WHITE,3,12/02/09 10:15 AM,4.25,14560.0
489684,22215,CAKE STAND WHITE TWO TIER LACE,2,12/02/09 10:15 AM,8.5,14560.0
489688,85047,WHITE BEADED GARLAND STRING 20LIGHT,6,12/02/09 10:42 AM,6.35,14894.0
489688,79323LP,LIGHT PINK CHERRY LIGHTS,24,12/02/09 10:42 AM,5.45,14894.0
489688,79323W, WHITE CHERRY LIGHTS,24,12/02/09 10:42 AM,5.45,14894.0
489705,22207,FRYING PAN UNION FLAG,4,12/02/09 10:52 AM,4.25,16700.0
489726,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,200,12/02/09 11:07 AM,3.75,17949.0
489725,22197,"POPCORN HOLDER , SMALL ",300,12/02/09 11:07 AM,0.72,17949.0
489727,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,450,12/02/09 11:09 AM,2.0,17949.0
489728,48173C,DOOR MAT BLACK FLOCK ,4,12/02/09 11:18 AM,6.75,14799.0
489728,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,12/02/09 11:18 AM,6.75,14799.0
489728,84926B,SCOTTS ROSES TILE COASTER,24,12/02/09 11:18 AM,1.25,14799.0
489728,21464,DISCO BALL ROTATOR BATTERY OPERATED,2,12/02/09 11:18 AM,4.25,14799.0
489728,21463,MIRRORED DISCO BALL ,2,12/02/09 11:18 AM,5.95,14799.0
489728,20668,DISCO BALL CHRISTMAS DECORATION,288,12/02/09 11:18 AM,0.1,14799.0
489728,22340,NOEL GARLAND PAINTED ZINC ,12,12/02/09 11:18 AM,1.65,14799.0
489728,21812,GARLAND WITH HEARTS AND BELLS,6,12/02/09 11:18 AM,4.95,14799.0
489728,72801G,S/4 BURGUNDY WINE DINNER CANDLES,3,12/02/09 11:18 AM,1.25,14799.0
489728,21009,ETCHED GLASS STAR TREE DECORATION,6,12/02/09 11:18 AM,1.25,14799.0
489733,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,12/02/09 11:20 AM,2.75,15311.0
489733,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",24,12/02/09 11:20 AM,4.25,15311.0
489748,84078A,SET/4 WHITE RETRO STORAGE CUBES ,12,12/02/09 11:26 AM,34.95,12980.0
489748,20780,BLACK EAR MUFF HEADPHONES,36,12/02/09 11:26 AM,4.65,12980.0
489748,35004C,SET OF 3 COLOURED  FLYING DUCKS,36,12/02/09 11:26 AM,4.65,12980.0
489780,22083,PAPER CHAIN KIT RETRO SPOT,12,12/02/09 11:43 AM,2.95,13654.0
489780,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,12/02/09 11:43 AM,2.95,13654.0
489780,21242,RED SPOTTY PLATE ,8,12/02/09 11:43 AM,1.69,13654.0
489780,21243,PINK  SPOTTY PLATE ,8,12/02/09 11:43 AM,1.69,13654.0
489780,21245,GREEN  SPOTTY PLATE ,8,12/02/09 11:43 AM,1.69,13654.0
489780,21244,BLUE  SPOTTY PLATE ,8,12/02/09 11:43 AM,1.69,13654.0
489780,21930,JUMBO STORAGE BAG SKULLS,10,12/02/09 11:43 AM,1.95,13654.0
489780,20976,12 PENCILS SMALL TUBE POSY,24,12/02/09 11:43 AM,0.65,13654.0
489781,84292,,17,12/02/09 11:45 AM,0.0,
489783,21025,SPACE FROG,10,12/02/09 11:47 AM,1.25,13269.0
489783,21026,SPACE OWL,20,12/02/09 11:47 AM,1.25,13269.0
489783,20960,WATERMELON BATH SPONGE,10,12/02/09 11:47 AM,1.25,13269.0
489783,20966,SANDWICH BATH SPONGE,10,12/02/09 11:47 AM,1.25,13269.0
489783,21490,SET OF THREE 50'S GIFT WRAPS ,6,12/02/09 11:47 AM,1.95,13269.0
489783,22198,"POPCORN HOLDER , LARGE",48,12/02/09 11:47 AM,1.45,13269.0
489783,79328,BLUE FLOCK GLASS CANDLEHOLDER,48,12/02/09 11:47 AM,0.38,13269.0
489784,22344,PARTY PIZZA DISH PINK+WHITE SPOT ,12,12/02/09 11:48 AM,0.85,13269.0
489784,22346,PARTY PIZZA DISH GREEN+WHITE SPOT ,12,12/02/09 11:48 AM,0.85,13269.0
489784,22345,PARTY PIZZA DISH BLUE+WHITE SPOT ,12,12/02/09 11:48 AM,0.85,13269.0
489784,22343,PARTY PIZZA DISH RED WHITE SPOT ,12,12/02/09 11:48 AM,0.85,13269.0
489790,84327A,PINK JUMPER LARRY THE LAMB,48,12/02/09 11:59 AM,1.69,16467.0
489790,22147,FELTCRAFT BUTTERFLY HEARTS,40,12/02/09 11:59 AM,1.25,16467.0
489789,20682,RED SPOTTY CHILDS UMBRELLA,6,12/02/09 11:59 AM,3.25,15833.0
489789,15056BL,EDWARDIAN PARASOL BLACK,3,12/02/09 11:59 AM,5.95,15833.0
489789,15056N,EDWARDIAN PARASOL NATURAL,3,12/02/09 11:59 AM,5.95,15833.0
489789,47568,ENGLISH ROSE DESIGN PEG BAG,6,12/02/09 11:59 AM,2.1,15833.0
489789,21181,PLEASE ONE PERSON  METAL SIGN,6,12/02/09 11:59 AM,2.1,15833.0
489794,20982,12 PENCILS TALL TUBE SKULLS,12,12/02/09 12:13 PM,0.85,15287.0
489794,21327,SKULLS WRITING SET ,12,12/02/09 12:13 PM,1.65,15287.0
489794,21425,SKULLS STORAGE BOX LARGE,6,12/02/09 12:13 PM,2.95,15287.0
489794,21495,SKULLS WRAP,25,12/02/09 12:13 PM,0.42,15287.0
489801,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/02/09 12:28 PM,0.38,12948.0
489801,20730,STRAWBERRY CANDY BAG,10,12/02/09 12:28 PM,1.25,12948.0
489801,21935,SUKI  SHOULDER BAG,10,12/02/09 12:28 PM,1.65,12948.0
489801,51008,AFGHAN SLIPPER SOCK PAIR,10,12/02/09 12:28 PM,3.45,12948.0
489801,21871,SAVE THE PLANET MUG,12,12/02/09 12:28 PM,1.25,12948.0
489801,21577,SAVE THE PLANET COTTON TOTE BAG,6,12/02/09 12:28 PM,2.25,12948.0
